placeDcid,placeName,Date:Mean_Rainfall,Value:Mean_Rainfall,Source:Mean_Rainfall
country/BIH,Bosnia and Herzegovina,2024-06-19,0.0327381,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BIH,Bosnia and Herzegovina,2024-06-20,0.53125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BIH,Bosnia and Herzegovina,2024-06-21,0.0144231,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BIH,Bosnia and Herzegovina,2024-06-22,0.746528,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BIH,Bosnia and Herzegovina,2024-06-23,0.3125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BIH,Bosnia and Herzegovina,2024-06-24,0.506944,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BIH,Bosnia and Herzegovina,2024-06-25,1.63393,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BIH,Bosnia and Herzegovina,2024-06-26,0.975,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BIH,Bosnia and Herzegovina,2024-06-27,3.97917,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BIH,Bosnia and Herzegovina,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-13,0.677334,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-14,0.893486,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-15,0.216631,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-16,0.563165,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-17,0.883036,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-18,0.6175,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-19,1.0506,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-20,0.777574,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-21,0.185096,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-22,1.46875,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-23,0.727273,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-24,0.0625,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-25,0.178571,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-26,0.0375,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-27,0.354167,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/BLR,Belarus,2024-06-28,3.25,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-13,0.607681,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-14,0.661092,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-15,1.44333,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-16,0.682846,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-17,0.510714,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-18,0.665,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-19,2.04464,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-20,4.40074,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-21,2.33413,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-22,0.802083,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-23,1.16477,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-24,2.15972,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-25,0.910714,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-26,0.8125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-27,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CHE,Switzerland,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-13,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-14,0.00132042,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-15,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-16,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-17,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-18,0.00125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-19,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-20,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-21,0.0384615,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-22,0.0104167,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-23,0.00568182,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-24,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-25,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-26,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-27,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CYP,Cyprus,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-13,0.814759,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-14,0.0743838,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-15,1.17267,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-16,0.650266,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-17,0.25,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-18,0.16625,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-19,0.254464,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-20,1.23529,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-21,1.61058,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-22,1.00347,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-23,0.534091,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-24,0.319444,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-25,0.142857,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-26,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-27,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/CZE,Czech Republic,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-13,0.109563,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-14,0.108715,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-15,0.572034,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-16,0.366356,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-17,0.474107,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-18,0.78125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-19,2.92262,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-20,1.00735,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-21,1.6226,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-22,0.493056,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-23,0.471591,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-24,0.25,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-25,4.98214,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-26,0.7125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-27,3.5625,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DEU,Germany,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-13,0.451054,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-14,0.614877,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-15,1.16949,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-16,0.460771,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-17,0.655357,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-18,0.38875,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-19,1.01786,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-20,0.321691,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-21,0.139423,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-22,0.260417,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-23,0.159091,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-24,0.215278,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-25,0.589286,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-26,2.525,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-27,1.35417,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/DNK,Denmark,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-13,0.0583584,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-14,0.0193662,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-15,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-16,0.180851,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-17,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-18,0.0625,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-19,0.0744048,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-20,0.0441176,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-21,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-22,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-23,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-24,0.00694444,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-25,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-26,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
