placeDcid,placeName,Date:UnemploymentRate_Person,Value:UnemploymentRate_Person,Source:UnemploymentRate_Person,Date:dc/nm9hcklgg5zb3,Value:dc/nm9hcklgg5zb3,Source:dc/nm9hcklgg5zb3
country/AUT,Austria,2017-06,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2017-07,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2017-08,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2017-09,5.3,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2017-10,5.3,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2017-11,5.5,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2017-12,5.5,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,,,,2018,4487100,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/AUT,Austria,2018-01,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2018-02,5,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2018-03,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2018-04,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2018-05,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2018-06,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2018-07,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2018-08,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2018-09,5,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2018-10,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2018-11,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2018-12,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,,,,2019,4535100,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/AUT,Austria,2019-01,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2019-02,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2019-03,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2019-04,4.6,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2019-05,4.5,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2019-06,4.4,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2019-07,4.5,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2019-08,4.5,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2019-09,4.5,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2019-10,4.3,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2019-11,4.2,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2019-12,4.2,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,,,,2020,4463100,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/AUT,Austria,2020-01,4.4,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2020-02,4.4,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2020-03,4.6,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2020-04,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2020-05,5.5,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2020-06,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,2020-07,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/AUT,Austria,,,,2021,4553200,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/AUT,Austria,,,,2022,4672300,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BEL,Belgium,,,,2015,4617300,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BEL,Belgium,2015-01,8.6,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2015-02,8.7,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2015-03,8.8,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2015-04,8.7,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2015-05,8.6,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2015-06,8.4,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2015-07,8,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2015-08,7.9,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2015-09,8.1,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2015-10,8.5,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2015-11,8.8,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2015-12,8.7,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,,,,2016,4675200,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BEL,Belgium,2016-01,8.4,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2016-02,8.2,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2016-03,8.2,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2016-04,8.2,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2016-05,8.1,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2016-06,8.1,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2016-07,7.9,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2016-08,7.8,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2016-09,7.5,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2016-10,7.2,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2016-11,7.2,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2016-12,7.3,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,,,,2017,4748500,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BEL,Belgium,2017-02,7.8,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2017-03,7.7,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2017-04,7.4,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2017-05,7.2,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2017-06,7.1,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2017-07,7.2,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2017-08,7.2,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2017-09,6.9,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2017-10,6.7,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2017-11,6.4,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2017-12,6.2,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,,,,2018,4818200,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BEL,Belgium,2018-01,6.1,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2018-02,6.1,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2018-03,6.1,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2018-04,6.3,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2018-05,6.3,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2018-06,6.1,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2018-07,5.9,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2018-08,5.7,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2018-09,5.6,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2018-10,5.8,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2018-11,5.8,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2018-12,5.7,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,,,,2019,4895200,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BEL,Belgium,2019-01,5.6,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2019-02,5.5,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2019-03,5.5,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2019-04,5.5,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2019-05,5.5,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2019-06,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2019-07,5.3,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2019-08,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2019-09,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2019-10,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2019-11,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2019-12,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,,,,2020,4898400,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BEL,Belgium,2020-01,5.1,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2020-02,5,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2020-03,5.1,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2020-04,5.3,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2020-05,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2020-06,5.5,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,2020-07,5.5,https://ec.europa.eu/eurostat/data/database,,,
country/BEL,Belgium,,,,2021,4992400,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BEL,Belgium,,,,2022,5096100,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BGR,Bulgaria,,,,2015,3446210,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BGR,Bulgaria,2015-01,10,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2015-02,9.8,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2015-03,9.9,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2015-04,9.9,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2015-05,9.8,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2015-06,9.5,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2015-07,9.2,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2015-08,8.8,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2015-09,8.4,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2015-10,8.1,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2015-11,8,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2015-12,8,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,,,,2016,3463350,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BGR,Bulgaria,2016-01,8,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2016-02,8,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2016-03,8.1,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2016-04,8,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2016-05,8,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2016-06,7.9,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2016-07,7.6,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2016-08,7.4,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2016-09,7.2,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2016-10,7,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2016-11,6.8,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2016-12,6.7,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,,,,2017,3525350,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BGR,Bulgaria,2017-01,6.6,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2017-02,6.5,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2017-03,6.4,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2017-04,6.3,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2017-05,6.2,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2017-06,6.2,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2017-07,6.2,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2017-08,6.2,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2017-09,6,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2017-10,5.9,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2017-11,5.8,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2017-12,5.7,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,,,,2018,3521640,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BGR,Bulgaria,2018-01,5.5,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2018-02,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2018-03,5.3,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2018-04,5.3,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2018-05,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2018-06,5.3,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2018-07,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2018-08,5.3,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2018-09,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2018-10,5,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2018-11,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2018-12,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,,,,2019,3533580,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BGR,Bulgaria,2019-01,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2019-02,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2019-03,4.5,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2019-04,4.3,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2019-05,4.1,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2019-06,4,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2019-07,4,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2019-08,3.9,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2019-09,4,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2019-10,4.2,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2019-11,4.2,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2019-12,4.2,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,,,,2020,3451740,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BGR,Bulgaria,2020-01,4.5,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2020-02,4.2,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2020-03,4.1,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2020-04,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2020-05,4.6,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2020-06,4.4,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,2020-07,4.4,https://ec.europa.eu/eurostat/data/database,,,
country/BGR,Bulgaria,,,,2021,3458410,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/BGR,Bulgaria,,,,2022,3446690,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/CHE,Switzerland,2015-01,4.5,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2015-02,4.4,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2015-03,4.5,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2015-04,4.6,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2015-05,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2015-06,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2015-07,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2015-08,5,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2015-09,5,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2015-10,5,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2015-11,5,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2015-12,5,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2016-01,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2016-02,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2016-03,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2016-04,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2016-05,5,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2016-06,5,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2016-07,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2016-08,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2016-09,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2016-10,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2016-11,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2016-12,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2017-01,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2017-02,5,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2017-03,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2017-04,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2017-05,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2017-06,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2017-07,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2017-08,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2017-09,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2017-10,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2017-11,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2017-12,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2018-01,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2018-02,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2018-03,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2018-04,5,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2018-05,5,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2018-06,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2018-07,4.3,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2018-08,4.2,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2018-09,4.3,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2018-10,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2018-11,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2018-12,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2019-01,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2019-02,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2019-03,4.6,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2019-04,4.4,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2019-05,4.4,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2019-06,4.4,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2019-07,4.4,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2019-08,4.4,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2019-09,4.3,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2019-10,4.2,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2019-11,4.1,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2019-12,4.1,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2020-01,4.3,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2020-02,4.3,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2020-03,4.4,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2020-04,4.6,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2020-05,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/CHE,Switzerland,2020-06,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/CYP,Cyprus,,,,2015,369120,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/CYP,Cyprus,2015-01,16.5,https://ec.europa.eu/eurostat/data/database,,,
country/CYP,Cyprus,2015-02,16.4,https://ec.europa.eu/eurostat/data/database,,,
country/CYP,Cyprus,2015-03,16,https://ec.europa.eu/eurostat/data/database,,,
country/CYP,Cyprus,2015-04,15.5,https://ec.europa.eu/eurostat/data/database,,,
country/CYP,Cyprus,2015-05,15.2,https://ec.europa.eu/eurostat/data/database,,,
country/CYP,Cyprus,2015-06,15.1,https://ec.europa.eu/eurostat/data/database,,,
country/CYP,Cyprus,2015-07,15.2,https://ec.europa.eu/eurostat/data/database,,,
